multiplex	node	score
1	HRAS	0.09129971948447851
1	CYP3A4	0.005630008963214368
1	FNTB	0.0054598782260758295
1	ZBTB17	0.0010167175957447351
1	RASGRP1	0.00043062835209458055
1	RAF1	0.00031003682388413786
1	GABPA	0.00029688809388721103
1	RIN1	0.00028454698583240827
1	DGKZ	0.0002606549591301981
1	AURKA	8.75379970022162e-05
1	BRAF	8.017981629731451e-05
1	ABL2	7.71369098060262e-05
1	ARAF	6.898978063480854e-05
1	NF1	6.3036163064656e-05
1	RGL4	6.263863299251017e-05
1	RASA1	6.131433178071894e-05
1	FNTA	5.5555872226572875e-05
1	RASGRF1	5.234148882536285e-05
1	RGL1	4.599321419803319e-05
1	EGFR	4.037304515567353e-05
1	RALGDS	3.843640446972128e-05
1	ATF1	3.6310053340259296e-05
1	SOS1	3.0655075180475354e-05
1	MAP2K1	2.8266591839017505e-05
1	RASIP1	2.67931819614935e-05
1	CXCL1	2.5737953047660065e-05
1	SHOC2	2.573291132277432e-05
1	SRC	2.4908712576012766e-05
1	RIT2	2.3051989037814223e-05
1	PRSS50	2.2587241219359102e-05
1	ZHX2	2.1502406396995363e-05
1	PIK3CD	2.0501055505899616e-05
1	FDPS	2.0265263611427707e-05
1	BCLAF1	1.98222919343429e-05
1	RFX1	1.808667307686013e-05
1	ABCB1	1.793983718896078e-05
1	GGPS1	1.7662731113981898e-05
1	BLID	1.7458210767944653e-05
1	MMP8	1.7128507625567045e-05
1	NR1I2	1.6641839339776066e-05
1	RGS14	1.656919440172127e-05
1	PIK3CA	1.6429075576435004e-05
1	PIK3R1	1.6391128265194028e-05
1	MMP2	1.6283965919545557e-05
1	GREB1	1.6265477502332506e-05
1	ABCC6	1.6215298101681398e-05
1	CA2	1.5869127928590593e-05
1	CA12	1.583465287773137e-05
1	ABCG2	1.5816430490249e-05
1	MMP9	1.5700203368361768e-05
1	CA9	1.556840556070347e-05
1	ABCC2	1.5503852029823265e-05
1	CA14	1.5369660883229172e-05
1	ALOX15	1.5248265706734042e-05
1	CASP3	1.5224365039876607e-05
1	MMP14	1.5150516729957046e-05
1	ABCC1	1.5077630602113335e-05
1	MSH6	1.5029827892951691e-05
1	FYN	1.4814965871893946e-05
1	YY1	1.4761106282052962e-05
1	TOP2A	1.4587949082558369e-05
1	ABCC3	1.4065875844961367e-05
1	MUTYH	1.404318127918513e-05
1	PIK3CG	1.3956062132878981e-05
1	TOP2B	1.3852355278614161e-05
1	SNRPE	1.3775844774007887e-05
1	KSR1	1.3096927567270635e-05
1	ELF2	1.2818491853205317e-05
1	UGT2B7	1.2245980495212998e-05
1	KDM5A	1.2070129917524719e-05
1	CDC25C	1.1623146647563949e-05
1	DEAF1	1.124298338001403e-05
1	KIT	1.090766818689741e-05
1	ERBB2	1.0723702199048344e-05
1	FGFR1	1.058201621117647e-05
1	RGL2	1.0522434322775178e-05
1	MAPK3	1.0325253987264885e-05
1	RAP1B	1.0300289013979488e-05
1	GRB2	1.0231327307786434e-05
1	NELFE	1.0161045147264463e-05
1	PDGFRL	9.966075754918491e-06
1	FHOD1	9.882245980625122e-06
1	RAP1GDS1	9.815235932743387e-06
1	PDE6D	9.26923228762305e-06
1	LCK	9.205845808428784e-06
1	IL24	9.140863707167382e-06
1	AFDN	9.034883734282842e-06
1	EPHB6	8.854693281084988e-06
1	CYP3A5	8.591700582007268e-06
1	MAPK1	8.587943275068573e-06
1	STAM2	8.298643127943456e-06
1	TAF1	8.208170233353115e-06
1	PPA2	8.169371642691081e-06
1	PDGFRB	8.005897382628241e-06
1	ACSS1	8.001317041634008e-06
1	EPHB2	7.927122200044028e-06
1	PTPRJ	7.918270856111492e-06
1	FGFR2	7.89541960982588e-06
1	RALB	7.765634948779167e-06
1	RASSF5	7.726210202521484e-06
1	CTNNA1	7.635327883214007e-06
1	KRAS	7.567139277637081e-06
1	MAP2K2	7.538746125350471e-06
1	CDC37	7.458556331630396e-06
1	RNF115	7.422342150749823e-06
1	MSH2	7.337511689765142e-06
1	LYN	7.1114318617081065e-06
1	RET	6.954281916426423e-06
1	RALA	6.953123633192484e-06
1	PDGFRA	6.838624920155894e-06
1	ZNF143	6.759369702762121e-06
1	MAZ	6.688632733095944e-06
1	HGS	6.675953988337064e-06
1	CDH1	6.3612871984309415e-06
1	PEBP1	6.3033354044538135e-06
1	MLH3	6.216429537698669e-06
1	TEK	6.215284285413032e-06
1	JAK3	6.20642884682781e-06
1	SP3	6.050905970078772e-06
1	EPHB1	6.037377678202895e-06
1	FBXW7	5.980670636746745e-06
1	RASA2	5.94104788317827e-06
1	RASAL1	5.938480529417276e-06
1	RASA3	5.934372787373547e-06
1	FGFR3	5.908931701684164e-06
1	RASA4	5.8789029766217065e-06
1	YWHAZ	5.876402557844767e-06
1	EPHB4	5.84296041167795e-06
1	SYNGAP1	5.828151810885039e-06
1	RASAL3	5.793174599933038e-06
1	NRAS	5.777524573847934e-06
1	FGFR4	5.744396006217231e-06
1	DAB2IP	5.5676481846902905e-06
1	HSP90AA1	5.547078099209134e-06
1	HDAC6	5.542555334524828e-06
1	BMPR1A	5.5013226510349895e-06
1	MARK3	5.4990690223607616e-06
1	RASAL2	5.46025767705897e-06
1	CYP2C9	5.435429716334817e-06
1	FAM53C	5.305702392766135e-06
1	IL17RD	5.113692843375673e-06
1	ERBB3	5.10268190647095e-06
1	CBL	5.084693434770564e-06
1	YWHAB	4.962227724071544e-06
1	MET	4.886045776450082e-06
1	ERBB4	4.860224800730105e-06
1	KRBA1	4.820405003417051e-06
1	CYP2C8	4.768060747737011e-06
1	BUB1	4.705815712094696e-06
1	NCK2	4.680181241268123e-06
1	PPP5C	4.642368617543466e-06
1	MGST1	4.626097271370937e-06
1	AURKB	4.609789774033765e-06
1	MGST3	4.575834861544124e-06
1	MGST2	4.572772518721367e-06
1	GK	4.553857875798697e-06
1	PPP2CB	4.506635578116675e-06
1	YES1	4.504417008555347e-06
1	BRAP	4.4348571888411586e-06
1	LAT	4.429384981113141e-06
1	PIN1	4.392832828034344e-06
1	CYP2C19	4.3897919628759135e-06
1	CENPF	4.315813377393157e-06
1	SPDL1	4.303773101864378e-06
1	HCFC1	4.270125852139319e-06
1	KRT18	4.218627705468893e-06
1	IRF5	4.201723716487548e-06
1	CNKSR1	4.099777757488826e-06
1	DYRK1B	4.001702777516793e-06
1	E2F3	3.9909359227777015e-06
1	DYRK1A	3.9839991260126325e-06
1	EPHB3	3.909389437853783e-06
1	KDR	3.903431852985629e-06
1	DGKI	3.865665936081519e-06
1	STAT1	3.780430524305752e-06
1	PIK3AP1	3.772049750305876e-06
1	GRIP1	3.6739433449969914e-06
1	GABPB1	3.6410848172584074e-06
1	SMAD4	3.588949051552803e-06
1	EPHA7	3.5068959595155607e-06
1	FGF2	3.4683855112834598e-06
1	CDKN2A	3.450791517691732e-06
1	SHC1	3.3908117220292076e-06
1	CEBPG	3.3668443804544765e-06
1	RAPGEF2	3.366843769090684e-06
1	YWHAE	3.3461847871722164e-06
1	SLC47A1	3.3314457432424344e-06
1	PTK2	3.330705496325104e-06
1	CYP1A1	3.3075465568947302e-06
1	HTR2A	3.2650270046231505e-06
1	PRKCA	3.2570756932665023e-06
1	PIK3CB	3.237629512060416e-06
1	CYP1A2	3.1691355391900786e-06
1	NTRK1	3.1500869810602836e-06
1	ARAP1	3.1434643729287098e-06
1	STK11	3.1417550561852497e-06
1	SPHK1	3.1106563380596124e-06
1	CREB1	3.090559175272171e-06
1	HTR2B	3.089205212590258e-06
1	NR3C1	3.0771939693166497e-06
1	PTEN	3.0574355691815203e-06
1	DOK1	3.0509853746152066e-06
1	JAK2	3.0359873381200147e-06
1	SLC6A3	3.031839594601189e-06
1	ABL1	3.031264355948776e-06
1	PTPRE	3.0140851052191212e-06
1	SDC2	2.905408164623713e-06
1	LIMK1	2.901181717390188e-06
1	MYC	2.884908369951184e-06
1	RBBP5	2.872724343276184e-06
1	EPHA2	2.8333641490722127e-06
1	FLT3	2.83033965485266e-06
1	MAPK12	2.8239616207587777e-06
1	PTPN4	2.8157460227688775e-06
1	PAK2	2.809848050887615e-06
1	SHBG	2.80550679051608e-06
1	HCK	2.7943170540589974e-06
1	CSF2RA	2.7772229044571754e-06
1	PTPRS	2.687100109405861e-06
1	FGF1	2.680911981707667e-06
1	HTR2C	2.677663864794685e-06
1	NCK1	2.6753343130236884e-06
1	TNIK	2.666348519303396e-06
1	EPHA6	2.659808405985544e-06
1	JUN	2.611369957627496e-06
1	EPHA3	2.6091594178256873e-06
1	ELK3	2.608761446145134e-06
1	SERPINA6	2.6072339212953387e-06
1	EPHA8	2.6046463795855787e-06
1	ESR1	2.595857254961865e-06
1	CEP192	2.5935438761678893e-06
1	ATP6V1A	2.569946900495766e-06
1	IL2RA	2.5597250405905387e-06
1	CDK8	2.5565597275950257e-06
1	IL2RB	2.5528806784928382e-06
1	IL5	2.5528516318730078e-06
1	EPHA5	2.545645014264082e-06
1	IL3RA	2.544879674654666e-06
1	HTR1A	2.537247407031989e-06
1	ANXA1	2.5315266655413344e-06
1	CYP2E1	2.5269539268923446e-06
1	KL	2.5074187297689827e-06
1	PHF8	2.4934509396901717e-06
1	HTR6	2.489786128849544e-06
1	MAPK14	2.4874219586875467e-06
1	CSF2RB	2.468138064981299e-06
1	IL2RG	2.4562861411367405e-06
1	EPHA1	2.4433254114840386e-06
1	IL2	2.4379769054622887e-06
1	SPTAN1	2.4375176280666627e-06
